web-scraper-order,web-scraper-start-url,figure_link,figure_link-href,name,description,image-src,retail_price,buy_price,auction_price
"1700781041-1700","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Senate Guard","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/senate-guard-1794.php","Star Wars The Vintage Collection Senate Guard","Star Wars The Vintage Collection Senate Guard 
ollect a piece of saga history with this incredibly detailed Senate Guard figure! This action figure and his accessories come in a reproduction of the packaging from when the first films and figures were released.","/star-wars/images/thumbs/senate-guard-1794.jpg","41","C$53.22","C$44.43"
"1700781043-1701","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Mace Windu (Reissue)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/mace-windu-reissue-3534.php","Star Wars The Vintage Collection Mace Windu (Reissue)","Star Wars The Vintage Collection Mace Windu (Reissue) 
A grim Jedi Master, Mace Windu was the champion of the Jedi Order, with little tolerance for the failings of the Senate, the arguments of politicians, or the opinions of rebellious Jedi.","/star-wars/images/thumbs/mace-windu-reissue-3534.jpg","C$19.17","C$21.46","C$21.89"
"1700781045-1702","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Mace Windu","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/mace-windu-1795.php","Star Wars The Vintage Collection Mace Windu","Star Wars The Vintage Collection Mace Windu 
Mace Windu Vintage Collection VC35","/star-wars/images/thumbs/mace-windu-1795.jpg","60","C$21.78","C$19.12"
"1700781050-1703","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Padme Amidala (Peasant Disguise)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/padme-amidala-peasant-disguise-1797.php","Star Wars The Vintage Collection Padme Amidala (Peasant Disguise)","Star Wars The Vintage Collection Padme Amidala (Peasant Disguise) 
Vintage Collection Padme Amidala in Peasant Disguise released in 2011 as a part of wave 4.","/star-wars/images/thumbs/padme-amidala-peasant-disguise-1797.jpg","6","C$72.27","C$68.50"
"1700781052-1704","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Anakin Skywalker (Peasant Disguise) Reissue","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/anakin-skywalker-peasant-disguise-reissue-1938.php","Star Wars The Vintage Collection Anakin Skywalker (Peasant Disguise) Reissue","Star Wars The Vintage Collection Anakin Skywalker (Peasant Disguise) Reissue 
Reissue of Anakin. May the Force be with you! Collect a piece of saga history with this incredibly detailed Anakin Skywalker figure! Based on the character from the Attack of the Clones film, this action figure and his accessories come in a reproduction of the packaging from when the first films and figures were released.","/star-wars/images/thumbs/anakin-skywalker-peasant-disguise-reissue-1938.jpg","49","C$20.37","C$18.46"
"1700781054-1705","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Anakin Skywalker (Peasant Disguise)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/anakin-skywalker-peasant-disguise-1798.php","Star Wars The Vintage Collection Anakin Skywalker (Peasant Disguise)","Star Wars The Vintage Collection Anakin Skywalker (Peasant Disguise) 
May the Force be with you! Collect a piece of saga history with this incredibly detailed Anakin Skywalker figure! Based on the character from the Attack of the Clones film, this action figure and his accessories come in a reproduction of the packaging from when the first films and figures were released.","/star-wars/images/thumbs/anakin-skywalker-peasant-disguise-1798.jpg","15","C$41.67","C$47.97"
"1700781056-1706","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Obi-Wan Kenobi (AOTC - Reissue)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/obi-wan-kenobi-aotc-reissue-3535.php","Star Wars The Vintage Collection Obi-Wan Kenobi (AOTC - Reissue)","Star Wars The Vintage Collection Obi-Wan Kenobi (AOTC - Reissue) 
Legendary Jedi Master, Obi-Wan Kenobi was a noble man, gifted in the ways of the Force. He trained Anakin Skywalker and served as a general in the Republic Army during the Clone Wars.



Reissued Obi-Wan Kenobi features Photo Real, packaging that includes the 40th anniversary logo and different weapon placement in the bubble.","/star-wars/images/thumbs/obi-wan-kenobi-aotc-reissue-3535.jpg","5","C$17.80","C$18.42"
"1700781059-1707","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Obi-Wan Kenobi (Attack of the Clones)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/obi-wan-kenobi-attack-of-the-clones-1799.php","Star Wars The Vintage Collection Obi-Wan Kenobi (Attack of the Clones)","Star Wars The Vintage Collection Obi-Wan Kenobi (Attack of the Clones) 
Vintage Collection Obi-Wan Kenobi VC31","/star-wars/images/thumbs/obi-wan-kenobi-attack-of-the-clones-1799.jpg","57","C$18.41","C$16.09"
"1700781061-1708","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Zam Wesell","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/zam-wesell-1800.php","Star Wars The Vintage Collection Zam Wesell","Star Wars The Vintage Collection Zam Wesell 
Collect a piece of saga history with this incredibly detailed Zam Wesell figure! Based on the character from the Attack of the Clones film, this action figure and her accessories come in a reproduction of the packaging from when the first films and figures were released.","/star-wars/images/thumbs/zam-wesell-1800.jpg","17","C$83.14","C$71.92"
"1700781063-1709","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Kit Fisto","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/kit-fisto-1801.php","Star Wars The Vintage Collection Kit Fisto","Star Wars The Vintage Collection Kit Fisto 
Based on the character from the classic The Empire Strikes Back film, this articulated action figure and his lightsaber accessory come in reproduction of the same packaging the original figure was released in.","/star-wars/images/thumbs/kit-fisto-1801.jpg","9","C$123.34","C$113.06"
"1700781065-1710","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Wedge Antilles","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/wedge-antilles-1802.php","Star Wars The Vintage Collection Wedge Antilles","Star Wars The Vintage Collection Wedge Antilles 
This awesome Wedge Antilles figure is rendered in careful detail to look just like the character in the Star Wars: Return of The Jedi film! He’s a fierce warrior and pilot in the intergalactic battle between good and evil. Reenact your favorite Star Wars battles or create brand new ones with this cool Wedge Antilles figure!","/star-wars/images/thumbs/wedge-antilles-1802.jpg","23","C$62.95","C$51.64"
"1700781067-1711","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Wicket (Reissue)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/wicket-reissue-1934.php","Star Wars The Vintage Collection Wicket (Reissue)","Star Wars The Vintage Collection Wicket (Reissue) 
Reissue of Vintage Collection Wicket VC27 as featured in wave 3 originally released in 2010 and reissued in 2020","/star-wars/images/thumbs/wicket-reissue-1934.jpg","6","C$42.46","C$35.57"
"1700781069-1712","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Wicket","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/wicket-1803.php","Star Wars The Vintage Collection Wicket","Star Wars The Vintage Collection Wicket 
Vintage Collection Wicket VC27 as featured in wave 3 released in 2010.","/star-wars/images/thumbs/wicket-1803.jpg","18","C$53.61","C$47.49"
"1700781072-1713","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Rebel Commando","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/rebel-commando-1804.php","Star Wars The Vintage Collection Rebel Commando","Star Wars The Vintage Collection Rebel Commando 
Vintage Collection Rebel Commando VC26 as featured in wave 3 released in 2010.","/star-wars/images/thumbs/rebel-commando-1804.jpg","29","C$67.27","C$54.78"
"1700781074-1714","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","R2-D2 (Pop Up Lightsaber)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/r2-d2-pop-up-lightsaber-1805.php","Star Wars The Vintage Collection R2-D2 (Pop Up Lightsaber)","Star Wars The Vintage Collection R2-D2 (Pop Up Lightsaber) 
Vintage Collection R2-D2 with pop up lightsaber VC25 as featured in wave 3 released in 2010.","/star-wars/images/thumbs/r2-d2-pop-up-lightsaber-1805.jpg","34","C$74.63","C$62.13"
"1700781076-1715","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Wooof (Reissue)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/wooof-reissue-5499.php","Star Wars The Vintage Collection Wooof (Reissue)","Star Wars The Vintage Collection Wooof (Reissue) 
Star Wars Vintage Collection Woof (Reissue). One of Jabba the Hutt’s most adept pilots, Wooof was a smuggler on Tatooine.



Reissued Wooof features Photo Real, brighter green skin, packaging that includes the 40th anniversary logo and different weapon placement in the bubble.","/star-wars/images/thumbs/wooof-reissue-5499.jpg","2","C$24.66","C$20.13"
"1700781078-1716","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Wooof","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/wooof-1806.php","Star Wars The Vintage Collection Wooof","Star Wars The Vintage Collection Wooof 
Vintage Collection Wooof, Klaatu Skiff Guard VC24 as featured in wave 3 released in 2010.","/star-wars/images/thumbs/wooof-1806.jpg","32","C$33.58","C$40.02"
"1700781080-1717","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Luke Skywalker (Endor Capture) Reissue","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/luke-skywalker-endor-capture-reissue-1947.php","Star Wars The Vintage Collection Luke Skywalker (Endor Capture) Reissue","Star Wars The Vintage Collection Luke Skywalker (Endor Capture) Reissue 
Reissue of Vintage Collection Luke Skywalker, Endor Capture, VC23.","/star-wars/images/thumbs/luke-skywalker-endor-capture-reissue-1947.jpg","13","C$45.04","C$41.72"
"1700781083-1718","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Luke Skywalker (Jedi Knight Outfit)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/luke-skywalker-jedi-knight-outfit-4189.php","Star Wars The Vintage Collection Luke Skywalker (Jedi Knight Outfit)","Star Wars The Vintage Collection Luke Skywalker (Jedi Knight Outfit) 
Vintage Collection Luke Skywalker, Jedi Knight Outfit, VC23","/star-wars/images/thumbs/luke-skywalker-jedi-knight-outfit-4189.jpg","C$10.95","C$81.67","C$98.67"
"1700781085-1719","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Luke Skywalker (Endor Capture)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/luke-skywalker-endor-capture-1807.php","Star Wars The Vintage Collection Luke Skywalker (Endor Capture)","Star Wars The Vintage Collection Luke Skywalker (Endor Capture) 
Vintage Collection Luke Skywalker, Endor Capture, VC23","/star-wars/images/thumbs/luke-skywalker-endor-capture-1807.jpg","17","C$47.27","C$35.25"
"1700781087-1720","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Admiral Ackbar (Reissue)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/admiral-ackbar-reissue-2083.php","Star Wars The Vintage Collection Admiral Ackbar (Reissue)","Star Wars The Vintage Collection Admiral Ackbar (Reissue) 
A veteran commander, Admiral Ackbar led the defense of his homeworld, Mon Cala, during the Clone Wars and then masterminded the Rebel attack on the second Death Star at the Battle of Endor.","/star-wars/images/thumbs/admiral-ackbar-reissue-2083.jpg","25","C$20.04","C$15.93"
